Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,parfum-item-11511,Aries De Ahli,Product,,published,,60.0,,,,,,,,,,,,,true,item_11511,,Default variant,11511,,false,true,60.0,,,,,,,,564200.0,564200.0,Default option,Default,,
,parfum-item-11508,Coach New York Green,Product,,published,,100.0,,,,,,,,,,,,,true,item_11508,,Default variant,11508,,false,true,100.0,,,,,,,,334600.0,334600.0,Default option,Default,,
,parfum-item-11506,Terre D‘Hermès Eau De Parfum Intense,Product,,published,,100.0,,,,,,,,,,,,,true,item_11506,,Default variant,11506,,false,true,100.0,,,,,,,,733600.0,733600.0,Default option,Default,,
,parfum-item-11505,D For Successful Living Diesel,Product,,published,,100.0,,,,,,,,,,,,,true,item_11505,,Default variant,11505,,false,true,100.0,,,,,,,,434000.0,434000.0,Default option,Default,,
,parfum-item-11504,Gucci Flora Gorgeous Jasmine,Product,,published,,100.0,,,,,,,,,,,,,true,item_11504,,Default variant,11504,,false,true,100.0,,,,,,,,674800.0,674800.0,Default option,Default,,
,parfum-item-11503,Gucci Flora Gorgeous Gardenia,Product,,published,,100.0,,,,,,,,,,,,,true,item_11503,,Default variant,11503,,false,true,100.0,,,,,,,,674800.0,674800.0,Default option,Default,,
,parfum-item-11502,AMG Silver Mercedes Benz,Product,,published,,100.0,,,,,,,,,,,,,true,item_11502,,Default variant,11502,,false,true,100.0,,,,,,,,415800.0,415800.0,Default option,Default,,
,parfum-item-11501,AMG Red Mercedes Benz,Product,,published,,100.0,,,,,,,,,,,,,true,item_11501,,Default variant,11501,,false,true,100.0,,,,,,,,415800.0,415800.0,Default option,Default,,
,parfum-item-11500,AMG Black Thrill Mercedes Benz,Product,,published,,100.0,,,,,,,,,,,,,true,item_11500,,Default variant,11500,,false,true,100.0,,,,,,,,415800.0,415800.0,Default option,Default,,
,parfum-item-11499,Your Turn Billie Eilish,Product,,published,,100.0,,,,,,,,,,,,,true,item_11499,,Default variant,11499,,false,true,100.0,,,,,,,,417200.0,417200.0,Default option,Default,,
,parfum-item-11498,Tous Your Powers De Tous,Product,,published,,90.0,,,,,,,,,,,,,true,item_11498,,Default variant,11498,,false,true,90.0,,,,,,,,285600.0,285600.0,Default option,Default,,
,parfum-item-11497,Masa De Lattafa Pride,Product,,published,,100.0,,,,,,,,,,,,,true,item_11497,,Default variant,11497,,false,true,100.0,,,,,,,,387800.0,387800.0,Default option,Default,,
,parfum-item-11496,Qissa Pink Emir Paris Corner,Product,,published,,100.0,,,,,,,,,,,,,true,item_11496,,Default variant,11496,,false,true,100.0,,,,,,,,316400.0,316400.0,Default option,Default,,
,parfum-item-11495,Qissa Delicious Emir Paris Corner,Product,,published,,100.0,,,,,,,,,,,,,true,item_11495,,Default variant,11495,,false,true,100.0,,,,,,,,326200.0,326200.0,Default option,Default,,
,parfum-item-11494,Pear Potion Emir Paris Corner,Product,,published,,100.0,,,,,,,,,,,,,true,item_11494,,Default variant,11494,,false,true,100.0,,,,,,,,316400.0,316400.0,Default option,Default,,
,parfum-item-11493,Molten Caramel Paris Corner,Product,,published,,100.0,,,,,,,,,,,,,true,item_11493,,Default variant,11493,,false,true,100.0,,,,,,,,326200.0,326200.0,Default option,Default,,
,parfum-item-11492,Minya Coco Lush Paris Corner,Product,,published,,100.0,,,,,,,,,,,,,true,item_11492,,Default variant,11492,,false,true,100.0,,,,,,,,320600.0,320600.0,Default option,Default,,
,parfum-item-11491,Mango Punch Emir Paris Corner,Product,,published,,100.0,,,,,,,,,,,,,true,item_11491,,Default variant,11491,,false,true,100.0,,,,,,,,316400.0,316400.0,Default option,Default,,
,parfum-item-11490,Khair Felicity Paris Corner,Product,,published,,100.0,,,,,,,,,,,,,true,item_11490,,Default variant,11490,,false,true,100.0,,,,,,,,316400.0,316400.0,Default option,Default,,
,parfum-item-11489,Nitro Black Dumont Paris,Product,,published,,100.0,,,,,,,,,,,,,true,item_11489,,Default variant,11489,,false,true,100.0,,,,,,,,306600.0,306600.0,Default option,Default,,
,parfum-item-11488,Mercedes Benz SEA Mercedes-Benz,Product,,published,,100.0,,,,,,,,,,,,,true,item_11488,,Default variant,11488,,false,true,100.0,,,,,,,,334600.0,334600.0,Default option,Default,,
,parfum-item-11487,Mercedes Benz LAND Mercedes-Benz,Product,,published,,100.0,,,,,,,,,,,,,true,item_11487,,Default variant,11487,,false,true,100.0,,,,,,,,334600.0,334600.0,Default option,Default,,
,parfum-item-11486,D Red Diesel,Product,,published,,100.0,,,,,,,,,,,,,true,item_11486,,Default variant,11486,,false,true,100.0,,,,,,,,399000.0,399000.0,Default option,Default,,
,parfum-item-11485,Phantom Elixir Parfum Intense Paco Rabanne,Product,,published,,100.0,,,,,,,,,,,,,true,item_11485,,Default variant,11485,,false,true,100.0,,,,,,,,772800.0,772800.0,Default option,Default,,
,parfum-item-11484,Michael Kors Pour Femme,Product,,published,,100.0,,,,,,,,,,,,,true,item_11484,,Default variant,11484,,false,true,100.0,,,,,,,,417200.0,417200.0,Default option,Default,,
,parfum-item-11483,Michael Kors Pour Homme,Product,,published,,100.0,,,,,,,,,,,,,true,item_11483,,Default variant,11483,,false,true,100.0,,,,,,,,418600.0,418600.0,Default option,Default,,
,parfum-item-11480,Xplicit Vanilla Mancera,Product,,published,,120.0,,,,,,,,,,,,,true,item_11480,,Default variant,11480,,false,true,120.0,,,,,,,,816200.0,816200.0,Default option,Default,,
,parfum-item-11479,Jacomo Paris For Men,Product,,published,,100.0,,,,,,,,,,,,,true,item_11479,,Default variant,11479,,false,true,100.0,,,,,,,,296800.0,296800.0,Default option,Default,,
,parfum-item-11478,Como Moiselle Maison Alhambra,Product,,published,,100.0,,,,,,,,,,,,,true,item_11478,,Default variant,11478,,false,true,100.0,,,,,,,,259000.0,259000.0,Default option,Default,,
,parfum-item-11477,Arabia Heroes Le Chameau,Product,,published,,100.0,,,,,,,,,,,,,true,item_11477,,Default variant,11477,,false,true,100.0,,,,,,,,263200.0,263200.0,Default option,Default,,
,parfum-item-11476,Genius Hayati Emper,Product,,published,,100.0,,,,,,,,,,,,,true,item_11476,,Default variant,11476,,false,true,100.0,,,,,,,,259000.0,259000.0,Default option,Default,,
,parfum-item-11475,Genius Rose Emper,Product,,published,,100.0,,,,,,,,,,,,,true,item_11475,,Default variant,11475,,false,true,100.0,,,,,,,,247800.0,247800.0,Default option,Default,,
,parfum-item-11474,Genius Blush Emper,Product,,published,,100.0,,,,,,,,,,,,,true,item_11474,,Default variant,11474,,false,true,100.0,,,,,,,,266000.0,266000.0,Default option,Default,,
,parfum-item-11473,Luxe Nightlife Maison Alhambra,Product,,published,,100.0,,,,,,,,,,,,,true,item_11473,,Default variant,11473,,false,true,100.0,,,,,,,,295400.0,295400.0,Default option,Default,,
,parfum-item-11472,Luxe Gold Maison Alhambra,Product,,published,,100.0,,,,,,,,,,,,,true,item_11472,,Default variant,11472,,false,true,100.0,,,,,,,,295400.0,295400.0,Default option,Default,,
,parfum-item-11471,Luxe Emerald Maison Alhambra,Product,,published,,100.0,,,,,,,,,,,,,true,item_11471,,Default variant,11471,,false,true,100.0,,,,,,,,295400.0,295400.0,Default option,Default,,
,parfum-item-11469,Odyssey Revolution Armaf,Product,,published,,100.0,,,,,,,,,,,,,true,item_11469,,Default variant,11469,,false,true,100.0,,,,,,,,376600.0,376600.0,Default option,Default,,
,parfum-item-11467,Najdia Intense Lattafa,Product,,published,,100.0,,,,,,,,,,,,,true,item_11467,,Default variant,11467,,false,true,100.0,,,,,,,,344400.0,344400.0,Default option,Default,,
,parfum-item-11466,Impact Together Tommy Hilfiger,Product,,published,,100.0,,,,,,,,,,,,,true,item_11466,,Default variant,11466,,false,true,100.0,,,,,,,,380800.0,380800.0,Default option,Default,,
,parfum-item-11465,Althaïr Parfums de Marly,Product,,published,,125.0,,,,,,,,,,,,,true,item_11465,,Default variant,11465,,false,true,125.0,,,,,,,,1744400.0,1744400.0,Default option,Default,,
,parfum-item-11464,Haltane de Parfums de Marly,Product,,published,,125.0,,,,,,,,,,,,,true,item_11464,,Default variant,11464,,false,true,125.0,,,,,,,,1939000.0,1939000.0,Default option,Default,,
,parfum-item-11463,P Iconic Paris Hilton,Product,,published,,100.0,,,,,,,,,,,,,true,item_11463,,Default variant,11463,,false,true,100.0,,,,,,,,334600.0,334600.0,Default option,Default,,
,parfum-item-11460,Mercedes Benz Club Black EDP,Product,,published,,100.0,,,,,,,,,,,,,true,item_11460,,Default variant,11460,,false,true,100.0,,,,,,,,357000.0,357000.0,Default option,Default,,
,parfum-item-11459,Vibrant Summer Tommy Hilfiger,Product,,published,,100.0,,,,,,,,,,,,,true,item_11459,,Default variant,11459,,false,true,100.0,,,,,,,,350000.0,350000.0,Default option,Default,,
,parfum-item-11458,Vibrant Summer Tommy Hilfiger,Product,,published,,100.0,,,,,,,,,,,,,true,item_11458,,Default variant,11458,,false,true,100.0,,,,,,,,350000.0,350000.0,Default option,Default,,
,parfum-item-11457,Game Of Spades Platinum Jo Milano Paris,Product,,published,,100.0,,,,,,,,,,,,,true,item_11457,,Default variant,11457,,false,true,100.0,,,,,,,,553000.0,553000.0,Default option,Default,,
,parfum-item-11455,Acqua Di Parisis Magic Red de Reyane Tradition,Product,,published,,100.0,,,,,,,,,,,,,true,item_11455,,Default variant,11455,,false,true,100.0,,,,,,,,210000.0,210000.0,Default option,Default,,
,parfum-item-11453,Millesime De Santalis,Product,,published,,90.0,,,,,,,,,,,,,true,item_11453,,Default variant,11453,,false,true,90.0,,,,,,,,259000.0,259000.0,Default option,Default,,
,parfum-item-11454,Apocalypse De Santalis,Product,,published,,90.0,,,,,,,,,,,,,true,item_11454,,Default variant,11454,,false,true,90.0,,,,,,,,259000.0,259000.0,Default option,Default,,
,parfum-item-11452,Tubbees Sweet Caramel Grandeur,Product,,published,,50.0,,,,,,,,,,,,,true,item_11452,,Default variant,11452,,false,true,50.0,,,,,,,,133000.0,133000.0,Default option,Default,,
,parfum-item-11451,Al Moumayaz Extrait De Parfum Santalis,Product,,published,,100.0,,,,,,,,,,,,,true,item_11451,,Default variant,11451,,false,true,100.0,,,,,,,,263200.0,263200.0,Default option,Default,,
,parfum-item-11450,Sorbet Garden Tous,Product,,published,,90.0,,,,,,,,,,,,,true,item_11450,,Default variant,11450,,false,true,90.0,,,,,,,,326200.0,326200.0,Default option,Default,,
,parfum-item-11449,King Soleil Bharara,Product,,published,,100.0,,,,,,,,,,,,,true,item_11449,,Default variant,11449,,false,true,100.0,,,,,,,,586600.0,586600.0,Default option,Default,,
,parfum-item-11446,Petra De Lattafa,Product,,published,,100.0,,,,,,,,,,,,,true,item_11446,,Default variant,11446,,false,true,100.0,,,,,,,,359800.0,359800.0,Default option,Default,,
,parfum-item-11445,Palatine Parfums de Marly,Product,,published,,75.0,,,,,,,,,,,,,true,item_11445,,Default variant,11445,,false,true,75.0,,,,,,,,1639400.0,1639400.0,Default option,Default,,
,parfum-item-11444,Born in Roma Extradose Donna Valentino,Product,,published,,100.0,,,,,,,,,,,,,true,item_11444,,Default variant,11444,,false,true,100.0,,,,,,,,1019200.0,1019200.0,Default option,Default,,
,parfum-item-11443,Torino 21 Xerjoff,Product,,published,,100.0,,,,,,,,,,,,,true,item_11443,,Default variant,11443,,false,true,100.0,,,,,,,,1650600.0,1650600.0,Default option,Default,,
,parfum-item-11442,Oud Pashmina Montale,Product,,published,,100.0,,,,,,,,,,,,,true,item_11442,,Default variant,11442,,false,true,100.0,,,,,,,,674800.0,674800.0,Default option,Default,,
,parfum-item-11441,Beast Love Montale,Product,,published,,100.0,,,,,,,,,,,,,true,item_11441,,Default variant,11441,,false,true,100.0,,,,,,,,743400.0,743400.0,Default option,Default,,
,parfum-item-11440,Arsenal Red Homme de Gilles Cantuel,Product,,published,,100.0,,,,,,,,,,,,,true,item_11440,,Default variant,11440,,false,true,100.0,,,,,,,,172200.0,172200.0,Default option,Default,,
,parfum-item-11439,Raa'd Matin Martin,Product,,published,,100.0,,,,,,,,,,,,,true,item_11439,,Default variant,11439,,false,true,100.0,,,,,,,,462000.0,462000.0,Default option,Default,,
,parfum-item-11438,Illusion Matin Martin,Product,,published,,100.0,,,,,,,,,,,,,true,item_11438,,Default variant,11438,,false,true,100.0,,,,,,,,462000.0,462000.0,Default option,Default,,
,parfum-item-11437,El Dorado Matin Martin,Product,,published,,100.0,,,,,,,,,,,,,true,item_11437,,Default variant,11437,,false,true,100.0,,,,,,,,462000.0,462000.0,Default option,Default,,
,parfum-item-11435,Million Gold Elixir Parfum Intense Paco Rabanne,Product,,published,,100.0,,,,,,,,,,,,,true,item_11435,,Default variant,11435,,false,true,100.0,,,,,,,,630000.0,630000.0,Default option,Default,,
,parfum-item-11434,Burberry Her De Burberry,Product,,published,,100.0,,,,,,,,,,,,,true,item_11434,,Default variant,11434,,false,true,100.0,,,,,,,,480200.0,480200.0,Default option,Default,,
,parfum-item-11430,Black Sea Lorenzo Pazzaglia,Product,,published,,50.0,,,,,,,,,,,,,true,item_11430,,Default variant,11430,,false,true,50.0,,,,,,,,1293600.0,1293600.0,Default option,Default,,
,parfum-item-11428,Allure Homme Sport Superleggera Chanel,Product,,published,,100.0,,,,,,,,,,,,,true,item_11428,,Default variant,11428,,false,true,100.0,,,,,,,,1162000.0,1162000.0,Default option,Default,,
,parfum-item-11427,Allure Homme Sport Cologne De Chanel,Product,,published,,150.0,,,,,,,,,,,,,true,item_11427,,Default variant,11427,,false,true,150.0,,,,,,,,1036000.0,1036000.0,Default option,Default,,
,parfum-item-11425,La Vie Est Belle Rose Extraordinaire Lancôme,Product,,published,,100.0,,,,,,,,,,,,,true,item_11425,,Default variant,11425,,false,true,100.0,,,,,,,,914200.0,914200.0,Default option,Default,,
,parfum-item-11424,Luna Rossa Eau Sport Prada,Product,,published,,125.0,,,,,,,,,,,,,true,item_11424,,Default variant,11424,,false,true,125.0,,,,,,,,639800.0,639800.0,Default option,Default,,
,parfum-item-11423,Irida Extrait French Avenue,Product,,published,,100.0,,,,,,,,,,,,,true,item_11423,,Default variant,11423,,false,true,100.0,,,,,,,,399000.0,399000.0,Default option,Default,,
,parfum-item-11422,Colossus Insurrection Collection,Product,,published,,100.0,,,,,,,,,,,,,true,item_11422,,Default variant,11422,,false,true,100.0,,,,,,,,289800.0,289800.0,Default option,Default,,
,parfum-item-11421,Dominant Insurrection Collection,Product,,published,,100.0,,,,,,,,,,,,,true,item_11421,,Default variant,11421,,false,true,100.0,,,,,,,,289800.0,289800.0,Default option,Default,,
,parfum-item-11420,Sovereign Insurrection Collection,Product,,published,,100.0,,,,,,,,,,,,,true,item_11420,,Default variant,11420,,false,true,100.0,,,,,,,,289800.0,289800.0,Default option,Default,,
,parfum-item-11419,Hawas for Her Éclat Rasasi,Product,,published,,100.0,,,,,,,,,,,,,true,item_11419,,Default variant,11419,,false,true,100.0,,,,,,,,334600.0,334600.0,Default option,Default,,
,parfum-item-11418,Very Good Girl Elixir Carolina Herrera,Product,,published,,80.0,,,,,,,,,,,,,true,item_11418,,Default variant,11418,,false,true,80.0,,,,,,,,842800.0,842800.0,Default option,Default,,
,parfum-item-11417,Stronger With You Parfum Emporio Armani,Product,,published,,100.0,,,,,,,,,,,,,true,item_11417,,Default variant,11417,,false,true,100.0,,,,,,,,869400.0,869400.0,Default option,Default,,
,parfum-item-11416,Acqua di Giò Parfum Giorgio Armani,Product,,published,,100.0,,,,,,,,,,,,,true,item_11416,,Default variant,11416,,false,true,100.0,,,,,,,,833000.0,833000.0,Default option,Default,,
,parfum-item-11413,La Vie est Belle L'Elixir Lancôme,Product,,published,,100.0,,,,,,,,,,,,,true,item_11413,,Default variant,11413,,false,true,100.0,,,,,,,,936600.0,936600.0,Default option,Default,,
,parfum-item-11411,Vintage Radio Lattafa,Product,,published,,100.0,,,,,,,,,,,,,true,item_11411,,Default variant,11411,,false,true,100.0,,,,,,,,399000.0,399000.0,Default option,Default,,
,parfum-item-11410,Scandal Jean Paul Gaultier EDP Intense,Product,,published,,100.0,,,,,,,,,,,,,true,item_11410,,Default variant,11410,,false,true,100.0,,,,,,,,775600.0,775600.0,Default option,Default,,
,parfum-item-11408,Azzaro Forever Wanted Elixir,Product,,published,,100.0,,,,,,,,,,,,,true,item_11408,,Default variant,11408,,false,true,100.0,,,,,,,,770000.0,770000.0,Default option,Default,,
,parfum-item-11404,Odyssey Artisto The Red Edition Armaf,Product,,published,,100.0,,,,,,,,,,,,,true,item_11404,,Default variant,11404,,false,true,100.0,,,,,,,,326200.0,326200.0,Default option,Default,,
,parfum-item-11403,Odyssey Mandarin Sky Elixir Armaf,Product,,published,,100.0,,,,,,,,,,,,,true,item_11403,,Default variant,11403,,false,true,100.0,,,,,,,,376600.0,376600.0,Default option,Default,,
,parfum-item-11397,Qaed Al Fursan Untamed Lattafa,Product,,published,,90.0,,,,,,,,,,,,,true,item_11397,,Default variant,11397,,false,true,90.0,,,,,,,,274400.0,274400.0,Default option,Default,,
,parfum-item-11395,L'interdit rouge ultime Givenchy,Product,,published,,80.0,,,,,,,,,,,,,true,item_11395,,Default variant,11395,,false,true,80.0,,,,,,,,620200.0,620200.0,Default option,Default,,
,parfum-item-11394,Y Yves Saint Laurent,Product,,published,,100.0,,,,,,,,,,,,,true,item_11394,,Default variant,11394,,false,true,100.0,,,,,,,,806400.0,806400.0,Default option,Default,,
,parfum-item-11393,Devotion Pour Homme Dolce & Gabbana,Product,,published,,100.0,,,,,,,,,,,,,true,item_11393,,Default variant,11393,,false,true,100.0,,,,,,,,606200.0,606200.0,Default option,Default,,
,parfum-item-11391,Club De Nuit Maleka Armaf,Product,,published,,100.0,,,,,,,,,,,,,true,item_11391,,Default variant,11391,,false,true,100.0,,,,,,,,415800.0,415800.0,Default option,Default,,
,parfum-item-11390,Nitro Green Dumont Paris,Product,,published,,100.0,,,,,,,,,,,,,true,item_11390,,Default variant,11390,,false,true,100.0,,,,,,,,334600.0,334600.0,Default option,Default,,
,parfum-item-11389,Nitro Intense Dumont Paris,Product,,published,,100.0,,,,,,,,,,,,,true,item_11389,,Default variant,11389,,false,true,100.0,,,,,,,,330400.0,330400.0,Default option,Default,,
,parfum-item-11387,La African Drummer Lattafa,Product,,published,,100.0,,,,,,,,,,,,,true,item_11387,,Default variant,11387,,false,true,100.0,,,,,,,,344400.0,344400.0,Default option,Default,,
,parfum-item-11386,Sceptre Amazonite Maison Alhambra,Product,,published,,100.0,,,,,,,,,,,,,true,item_11386,,Default variant,11386,,false,true,100.0,,,,,,,,320600.0,320600.0,Default option,Default,,
,parfum-item-11385,Glamour G Ainash Parfum,Product,,published,,100.0,,,,,,,,,,,,,true,item_11385,,Default variant,11385,,false,true,100.0,,,,,,,,407400.0,407400.0,Default option,Default,,
,parfum-item-11382,Kouros Silver Yves Saint Laurent,Product,,published,,100.0,,,,,,,,,,,,,true,item_11382,,Default variant,11382,,false,true,100.0,,,,,,,,558600.0,558600.0,Default option,Default,,
,parfum-item-11380,Bvlgari Man In Black,Product,,published,,100.0,,,,,,,,,,,,,true,item_11380,,Default variant,11380,,false,true,100.0,,,,,,,,816200.0,816200.0,Default option,Default,,
,parfum-item-11379,Eros Najim Versace,Product,,published,,100.0,,,,,,,,,,,,,true,item_11379,,Default variant,11379,,false,true,100.0,,,,,,,,498400.0,498400.0,Default option,Default,,
,parfum-item-11378,Atheeri Lattafa,Product,,published,,100.0,,,,,,,,,,,,,true,item_11378,,Default variant,11378,,false,true,100.0,,,,,,,,380800.0,380800.0,Default option,Default,,
,parfum-item-11377,Gorgeous Bharara,Product,,published,,100.0,,,,,,,,,,,,,true,item_11377,,Default variant,11377,,false,true,100.0,,,,,,,,301000.0,301000.0,Default option,Default,,
,parfum-item-11375,Irresistible Nude Velvet Givenchy,Product,,published,,80.0,,,,,,,,,,,,,true,item_11375,,Default variant,11375,,false,true,80.0,,,,,,,,592200.0,592200.0,Default option,Default,,
,parfum-item-11373,Wonderlust Michael Kors,Product,,published,,100.0,,,,,,,,,,,,,true,item_11373,,Default variant,11373,,false,true,100.0,,,,,,,,359800.0,359800.0,Default option,Default,,
,parfum-item-11372,Gorgeous Michael Kors,Product,,published,,100.0,,,,,,,,,,,,,true,item_11372,,Default variant,11372,,false,true,100.0,,,,,,,,399000.0,399000.0,Default option,Default,,
,parfum-item-11370,Eau Des Merveilles Hermès Dama,Product,,published,,100.0,,,,,,,,,,,,,true,item_11370,,Default variant,11370,,false,true,100.0,,,,,,,,466200.0,466200.0,Default option,Default,,
,parfum-item-11369,Halloween Bliss Halloween,Product,,published,,100.0,,,,,,,,,,,,,true,item_11369,,Default variant,11369,,false,true,100.0,,,,,,,,306600.0,306600.0,Default option,Default,,
,parfum-item-11368,Light Blue Capri In Love Dolce & Gabbana Mujer,Product,,published,,100.0,,,,,,,,,,,,,true,item_11368,,Default variant,11368,,false,true,100.0,,,,,,,,495600.0,495600.0,Default option,Default,,
,parfum-item-11367,Light Blue Capri In Love Dolce & Gabbana Hombre,Product,,published,,100.0,,,,,,,,,,,,,true,item_11367,,Default variant,11367,,false,true,100.0,,,,,,,,512400.0,512400.0,Default option,Default,,
,parfum-item-11366,Le Male Elixir Absolu Jean Paul Gaultier,Product,,published,,125.0,,,,,,,,,,,,,true,item_11366,,Default variant,11366,,false,true,125.0,,,,,,,,659400.0,659400.0,Default option,Default,,
,parfum-item-11365,Bad Boy Elixir Carolina Herrera,Product,,published,,100.0,,,,,,,,,,,,,true,item_11365,,Default variant,11365,,false,true,100.0,,,,,,,,800800.0,800800.0,Default option,Default,,
,parfum-item-11364,Alien Hypersense Mugler,Product,,published,,90.0,,,,,,,,,,,,,true,item_11364,,Default variant,11364,,false,true,90.0,,,,,,,,494200.0,494200.0,Default option,Default,,
,parfum-item-11359,Amarillo De Shakira,Product,,published,,80.0,,,,,,,,,,,,,true,item_11359,,Default variant,11359,,false,true,80.0,,,,,,,,232400.0,232400.0,Default option,Default,,
,parfum-item-11358,Fucsia De Shakira,Product,,published,,80.0,,,,,,,,,,,,,true,item_11358,,Default variant,11358,,false,true,80.0,,,,,,,,232400.0,232400.0,Default option,Default,,
,parfum-item-11347,Pure Gold Montale,Product,,published,,100.0,,,,,,,,,,,,,true,item_11347,,Default variant,11347,,false,true,100.0,,,,,,,,697200.0,697200.0,Default option,Default,,
,parfum-item-11345,K De Dolce & Gabbana,Product,,published,,200.0,,,,,,,,,,,,,true,item_11345,,Default variant,11345,,false,true,200.0,,,,,,,,609000.0,609000.0,Default option,Default,,
,parfum-item-11344,K De Dolce & Gabbana,Product,,published,,200.0,,,,,,,,,,,,,true,item_11344,,Default variant,11344,,false,true,200.0,,,,,,,,651000.0,651000.0,Default option,Default,,
,parfum-item-11343,Uomo Born In Roma Extradose Valentino,Product,,published,,100.0,,,,,,,,,,,,,true,item_11343,,Default variant,11343,,false,true,100.0,,,,,,,,974400.0,974400.0,Default option,Default,,
,parfum-item-11342,Indecent Eternal Love,Product,,published,,100.0,,,,,,,,,,,,,true,item_11342,,Default variant,11342,,false,true,100.0,,,,,,,,183400.0,183400.0,Default option,Default,,
,parfum-item-11341,Nitro Red Intensely Dumont Paris,Product,,published,,100.0,,,,,,,,,,,,,true,item_11341,,Default variant,11341,,false,true,100.0,,,,,,,,420000.0,420000.0,Default option,Default,,
,parfum-item-11340,Khamrah Dukhan Lattafa,Product,,published,,100.0,,,,,,,,,,,,,true,item_11340,,Default variant,11340,,false,true,100.0,,,,,,,,298200.0,298200.0,Default option,Default,,
,parfum-item-11337,Jasoor Lattafa,Product,,published,,100.0,,,,,,,,,,,,,true,item_11337,,Default variant,11337,,false,true,100.0,,,,,,,,301000.0,301000.0,Default option,Default,,
,parfum-item-11334,Club De Nuit Untold De Armaf,Product,,published,,200.0,,,,,,,,,,,,,true,item_11334,,Default variant,11334,,false,true,200.0,,,,,,,,550200.0,550200.0,Default option,Default,,
,parfum-item-11333,Amore Capri Guess,Product,,published,,100.0,,,,,,,,,,,,,true,item_11333,,Default variant,11333,,false,true,100.0,,,,,,,,266000.0,266000.0,Default option,Default,,
,parfum-item-11332,Amore Roma Guess,Product,,published,,100.0,,,,,,,,,,,,,true,item_11332,,Default variant,11332,,false,true,100.0,,,,,,,,266000.0,266000.0,Default option,Default,,
,parfum-item-11331,Amore Venezia Guess,Product,,published,,100.0,,,,,,,,,,,,,true,item_11331,,Default variant,11331,,false,true,100.0,,,,,,,,266000.0,266000.0,Default option,Default,,
,parfum-item-11329,Rose Night Montale,Product,,published,,100.0,,,,,,,,,,,,,true,item_11329,,Default variant,11329,,false,true,100.0,,,,,,,,697200.0,697200.0,Default option,Default,,
,parfum-item-11328,Acqua Di Gio Profondo Giorgio Armani,Product,,published,,100.0,,,,,,,,,,,,,true,item_11328,,Default variant,11328,,false,true,100.0,,,,,,,,761600.0,761600.0,Default option,Default,,
,parfum-item-11326,Radical Rose Matiere Premiere,Product,,published,,100.0,,,,,,,,,,,,,true,item_11326,,Default variant,11326,,false,true,100.0,,,,,,,,1033200.0,1033200.0,Default option,Default,,
,parfum-item-11323,Givenchy L'interdit,Product,,published,,80.0,,,,,,,,,,,,,true,item_11323,,Default variant,11323,,false,true,80.0,,,,,,,,599200.0,599200.0,Default option,Default,,
,parfum-item-11322,L'interdit Absolu Intense Givenchy,Product,,published,,80.0,,,,,,,,,,,,,true,item_11322,,Default variant,11322,,false,true,80.0,,,,,,,,674800.0,674800.0,Default option,Default,,
,parfum-item-11321,Nitro White Dumont Paris,Product,,published,,100.0,,,,,,,,,,,,,true,item_11321,,Default variant,11321,,false,true,100.0,,,,,,,,336000.0,336000.0,Default option,Default,,
,parfum-item-11315,Azzaro Sport De Azzaro,Product,,published,,100.0,,,,,,,,,,,,,true,item_11315,,Default variant,11315,,false,true,100.0,,,,,,,,316400.0,316400.0,Default option,Default,,
,parfum-item-11313,Prive Eva Aqua Emper,Product,,published,,100.0,,,,,,,,,,,,,true,item_11313,,Default variant,11313,,false,true,100.0,,,,,,,,210000.0,210000.0,Default option,Default,,
,parfum-item-11312,Historic Olmeda Afnan,Product,,published,,100.0,,,,,,,,,,,,,true,item_11312,,Default variant,11312,,false,true,100.0,,,,,,,,334600.0,334600.0,Default option,Default,,
,parfum-item-11311,Valentino Uomo Born In Roma The Gold,Product,,published,,100.0,,,,,,,,,,,,,true,item_11311,,Default variant,11311,,false,true,100.0,,,,,,,,824600.0,824600.0,Default option,Default,,
,parfum-item-11310,Boss Bottled Triumph Elixir Hugo Boss,Product,,published,,100.0,,,,,,,,,,,,,true,item_11310,,Default variant,11310,,false,true,100.0,,,,,,,,639800.0,639800.0,Default option,Default,,
,parfum-item-11309,You Are My Fire Rouge Zakat,Product,,published,,100.0,,,,,,,,,,,,,true,item_11309,,Default variant,11309,,false,true,100.0,,,,,,,,316400.0,316400.0,Default option,Default,,
,parfum-item-11307,Shouq Le Falconé,Product,,published,,100.0,,,,,,,,,,,,,true,item_11307,,Default variant,11307,,false,true,100.0,,,,,,,,302400.0,302400.0,Default option,Default,,
,parfum-item-11305,Qannas Le Falconé,Product,,published,,100.0,,,,,,,,,,,,,true,item_11305,,Default variant,11305,,false,true,100.0,,,,,,,,302400.0,302400.0,Default option,Default,,
